SKU,Description,Retail,Wholesale,InStock,BrandCode,BrandName,Status,UPC,Closeout,Image
"HMV-57B-BLACK        ","Pilot Sunglasses - 57mm, Bayonette, Gray Lens, Black Frame","23.000000","11.500000","389.000000","HMV","Humvee","Active","024718225739","","HMV-57B-BLACK.jpg"
"HMV-57B-GOLD         ","Pilot Sunglasses - 57mm, Bayonette, Gray Lens, Gold Frame","23.000000","11.500000","477.000000","HMV","Humvee","Active","024718225722","","HMV-57B-GOLD.jpg"
"HMV-57B-MATT         ","Pilot Sunglasses - 57mm, Bayonette, Gray Lens, Chrome Frame","23.000000","11.500000","340.000000","HMV","Humvee","Active","024718225791","","HMV-57B-MATT.jpg"
"HMV-57B-OD           ","Pilot Sunglasses - 57mm, Bayonette, green Lens, OD Frame","23.000000","11.500000","184.000000","HMV","Humvee","Active","024718100814","","HMV-57B-OD.jpg"
"HMV-57B-SILVR        ","Pilot Sunglasses - 57mm, Bayonette, Gray Lens, Silver Frame","23.000000","11.500000","667.000000","HMV","Humvee","Active","024718225715","","HMV-57B-SILVR.jpg"
"HMV-57B-TAN          ","Pilot Sunglasses - 57mm, Bayonette, Khaki Tan Frame","23.000000","11.500000","134.000000","HMV","Humvee","Active","024718100807","","HMV-57B-TAN.jpg"
"HMV-6-FP12           ","12PC LIGHTSTICK FAMILY PACK","13.000000","6.500000","5.000000","HMF","Humvee","Active","024718200408","","HMV-6-FP12.jpg"
"HMV-6-FP25           ","HUMVEE 25PC LIGHTSTICK FAMILY PACK","26.000000","13.000000","145.000000","HMF","Humvee","Active","024718200415","","HMV-6-FP25.jpg"
"HMV-6BL              ","Lightstick - 6 inch, Blue 8 hour","1.080000","0.540000","4415.000000","HMF","Humvee","Active","024718510361","","HMV-6BL.jpg"
"HMV-6GR              ","Lightstick - 6 inch, Green 12 hour","1.080000","0.540000","1238.000000","HMF","Humvee","Active","024718510378","","HMV-6GR.jpg"
"HMV-6OR              ","Lightstick - 6 inch, Orange 12 hour","1.080000","0.540000","2502.000000","HMF","Humvee","Active","024718510385","","HMV-6OR.jpg"
"HMV-6RED             ","Lightstick - 6 inch, Red 12 hour","1.080000","0.540000","1049.000000","HMF","Humvee","Active","024718510392","","HMV-6RED.jpg"
"HMV-6WH              ","Lightstick - 6 inch, White 8 hour","1.080000","0.540000","1190.000000","HMF","Humvee","Active","024718510408","","HMV-6WH.jpg"
"HMV-6YE              ","Lightstick - 6 inch, Yellow 8 hour","1.080000","0.540000","2426.000000","HMF","Humvee","Active","024718511801","","HMV-6WH.jpg"
"HMV-B-10X25-DC       ","10x25 Compact Binocular Digital Camo","30.000000","15.000000","333.000000","HMB","Humvee","Active","024718201689","","HMV-B-10X25-DC.jpg"
"HMV-B-10X25B         ","10x25 Compact Binocular - Black","18.000000","9.000000","766.000000","HMB","Humvee","Active","024718221335","","HMV-B-10X25B.jpg"
"HMV-B-10X42-BLK      ","Humvee 10x42 Binocular, Black","36.000000","18.000000","813.000000","HMB","Humvee","Active","024718100777","","HMV-B-10X42-BLK.jpg"
"HMV-B-10X50          ","10x50 Field Binocular, Rubber Armored, Ruby Red Lens","50.000000","25.000000","647.000000","HMB","Humvee","Active","24718222301","","HMV-B-20X50.jpg"
"HMV-B-10X50-DC       ","HUMVEE 10x50 Field Binocular, Digital Camo","76.000000","38.000000","109.000000","HMB","Humvee","Active","024718201948","","HMV-B-10X50-DC.JPG"
"HMV-B-12X25B         ","Humvee BINOCULAR BLACK 12 X 25 COMPACT","18.000000","9.000000","1544.000000","HMB","Humvee","Active","024718221403","","HMV-B-12X25B.jpg"
"HMV-B-20X50          ","HUMVEE 20x50 Field Binocular","60.000000","30.000000","80.000000","HMB","Humvee","Active","024718222400","","HMV-B-20X50.jpg"
"HMV-B-3M             ","Magnifier","20.000000","10.000000","1139.000000","HMB","Humvee","Active","","","HMV-B-3M.jpg"
"HMV-B-8X21-BLK       ","8x21 Compact Binocular - Black","16.000000","8.000000","1597.000000","HMB","Humvee","Active","024718221106","","HMV-B-8X21-BLK.jpg"
"HMV-B-MONO-BLK       ","HUMVEE 10x25 Monocular - Black Rubber Armored","15.000000","7.500000","1137.000000","HMB","Humvee","Active","024718220307","","HMV-B-MONO-BLK.jpg"
"HMV-B-MONO-FOLD      ","8x21 Monocular - Folding, Black","20.000000","10.000000","372.000000","HMB","Humvee","Active","24718220406","","HMV-B-MONO-FOLD.jpg"
"HMV-B-MONO-SLV       ","HUMVEE 8x20 Monocular - Folding, Silver (516 Replica)","25.000000","12.500000","504.000000","HMB","Humvee","Active","024718220208","","HMV-B-MONO-SLV.jpg"
"HMV-B-TELESCOPE      ","12x30 Telescope - Rubber Armor, Ruby Lens","36.000000","18.000000","2983.000000","HMB","Humvee","Active","24718220505","","HMV-B-TELESCOPE_A.jpg"
"HMV-BC-02-BK         ","2pc Bowie Knife Set- Black Pakkawood Handle, Mirror Polished","50.000000","25.000000","3472.000000","HMV","Humvee","Active","024718263045","","HMV-BC-02-BK.jpg"
"HMV-BC-03-BK         ","2PC BOWIE SET 10"/14" BLACK","60.000000","30.000000","1327.000000","HMV","Humvee","Active","024718263083","","HMV-BC-03-BK.jpg"
"HMV-COMPASS-OD       ","Compass - Military Style, Olive Drab","10.000000","5.000000","","HMV","Humvee","Active","024718250106","","HMV-COMPASS-OD_A.jpg"
"HMV-GGL-RAF-B        ","GOGGLE MOTORCYCLE BLACK K-2150 ADJUSTABLE","30.000000","15.000000","106.000000","HMV","Humvee","Active","024718227030","","HMV-GGL-RAF-B.jpg"
"HMV-GGL-RAF-C        ","GOGGLE MOTORCYCLE CHROME K-2150 ADJUSTABLE","30.000000","15.000000","51.000000","HMV","Humvee","Active","024718227016","","HMV-GGL-RAF-C.jpg"
"HMV-GGL-SPORT        ","GOGGLE SPORT BLACK","22.000000","11.000000","298.000000","HMV","Humvee","Active","024718201818","","HMV-GGL-SPORT.jpg"
"HMV-GGL-TAC          ","Tactical Glasses","22.000000","11.000000","58.000000","HMV","Humvee","Active","024718201825","","HMV-GGL-TAC.jpg"
"HMV-KEP-B            ","Knee and Elbow Pads Black","36.000000","18.000000","597.000000","HMV","Humvee","Active","024718100166","","HMV-KEP-B.jpg"
"HMV-KFLD1            ","Field knife w/firestarter, Red higlights","50.000000","25.000000","3888.000000","HMK","Humvee","Active","024718510606","","HMV-KFLD1.jpg"
"HMV-KNEE-B           ","Knee Pad Black","22.000000","11.000000","268.000000","HMV","Humvee","Active","024718510491","","HMV-KNEE-B.jpg"
"HMV-KTR-06           ","HUMVEE TACTICAL RECON KNIFE SPRING-ASSIST","20.000000","10.000000","513.000000","HMK","Humvee","Active","024718201566","","HMV-KTR-06.jpg"
"HMV-KTR-08           ","TACTICAL RECON WITH SPRING ASSIST","20.000000","10.000000","709.000000","HMK","Humvee","Active","024718100739","","HMV-KTR-08.jpg"
"HMV-KTR-11           ","TACTICAL RECON W/SPRING ASSIST","20.000000","10.000000","239.000000","HMK","Humvee","Active","024718100753","","HMV-KTR-11.jpg"
"HMV-KTR-13           ","TACTICAL RECON W/SPRING ASSIST","30.000000","15.000000","1018.000000","HMK","Humvee","Active","024718202150","","HMV-KTR-13.jpg"
"HMV-KTR-14           ","TACTICAL RECON NON-SPRING ASSIST","20.000000","10.000000","180.000000","HMK","Humvee","Active","024718202167","","HMV-KTR-14.JPG"
"HMV-KTR-15           ","TACTICAL RECON W/SPRING ASSIST","20.000000","10.000000","299.000000","HMK","Humvee","Active","024718202174","","hmv-ktr-15.jpg"
"HMV-MA1-BK-L         ","MA1 Jacket - Black, Large","37.000000","18.500000","130.000000","HMC","Humvee","Active","024718201337","","HMV-MA1-BK.jpg"
"HMV-MA1-BK-M         ","MA1 Jacket - Black, Medium","37.000000","18.500000","","HMC","Humvee","Active","024718201320","","HMV-MA1-BK.jpg"
"HMV-MA1-BK-XL        ","MA1 Jacket - Black, X Large","37.000000","18.500000","132.000000","HMC","Humvee","Active","024718201344","","HMV-MA1-BK.jpg"
"HMV-MA1-BK-XXL       ","MA1 Jacket - Black, XX Large","37.000000","18.500000","52.000000","HMC","Humvee","Active","024718201351","","HMV-MA1-BK.jpg"
"HMV-MA1-BL-L         ","MA1 Jacket- Large","37.000000","18.500000","145.000000","HMC","Humvee","Active","024718511382","","HMV-MA1-BL.jpg"
"HMV-MA1-BL-M         ","MA1 Jacket Blue- Medium","37.000000","18.500000","49.000000","HMC","Humvee","Active","024718511375","","HMV-MA1-BL.jpg"
"HMV-MA1-BL-XL        ","MA1 Jacket Blue- XL","37.000000","18.500000","153.000000","HMC","Humvee","Active","024718511399","","HMV-MA1-BL.jpg"
"HMV-MA1-BL-XXL       ","MA1 Jacket Blue- XXL","37.000000","18.500000","83.000000","HMC","Humvee","Active","024718511405","","HMV-MA1-BL.jpg"
"HMV-MA1-OD-L         ","MA1 Jacket - Olive Drab, Large","37.000000","18.500000","137.000000","HMC","Humvee","Active","024718201436","","HMV-MA1-OD.jpg"
"HMV-MA1-OD-M         ","MA1 Jacket - Olive Drab, Medium","37.000000","18.500000","22.000000","HMC","Humvee","Active","024718201429","","HMV-MA1-OD.jpg"
"HMV-MA1-OD-XL        ","MA1 Jacket - Olive Drab, X Large","37.000000","18.500000","138.000000","HMC","Humvee","Active","024718201443","","HMV-MA1-OD.jpg"
"HMV-MA1-OD-XXL       ","MA1 Jacket - Olive Drab, XX Large","37.000000","18.500000","78.000000","HMC","Humvee","Active","024718201450","","HMV-MA1-OD.jpg"
"HMV-MACHETE-1        ","Humvee Machete 14" blk blade, blk rubber handle, nylon sheath","40.000000","20.000000","697.000000","HMK","Humvee","Active","024718510828","","Campco.jpg"
"HMV-SHOVEL-01        ","Folding Shovel, with Pickaxe, Rubber Grip, Olive Drab","12.950000","6.500000","619.000000","HMV","Humvee","Active"," 024718511702","","HMV-SHOVEL-01.jpg"
"HMV-SHOVEL-02        ","Folding Shovel, with Nail Puller and Sawtooth, black","24.950000","12.500000","850.000000","HMV","Humvee","Active","024718511719","","HMV-SHOVEL-02.jpg"
"HMV-VC-BK-3XL        ","Humvee Combat Vest","40.000000","20.000000","170.000000","HMC","Humvee","Active","024718100364","","HMV-VC-BK.jpg"
"HMV-VC-BK-L          ","Combat Vest - Black, Large","40.000000","20.000000","36.000000","HMC","Humvee","Active","024718100333","","HMV-VC-BK.jpg"
"HMV-VC-BK-M          ","Combat Vest - Black, Medium","40.000000","20.000000","","HMC","Humvee","Active","024718100326","","HMV-VC-BK.jpg"
"HMV-VC-BK-XL         ","Combat Vest - Black, X Large","40.000000","20.000000","94.000000","HMC","Humvee","Active","024718100340","","HMV-VC-BK.jpg"
"HMV-VC-BK-XXL        ","Combat Vest - Black, XX Large","40.000000","20.000000","113.000000","HMC","Humvee","Active","024718100357","","HMV-VC-BK.jpg"
"HMV-VC-K-3XL         ","Combat Vest - Khaki, XXX Large","40.000000","20.000000","129.000000","HMC","Humvee","Active","024718101064","","HMV-VC-K.jpg"
"HMV-VC-K-L           ","Combat Vest - Khaki, Large","40.000000","20.000000","43.000000","HMC","Humvee","Active","024718101033","","HMV-VC-K.jpg"
"HMV-VC-K-M           ","Combat Vest - Khaki, Medium","40.000000","20.000000","48.000000","HMC","Humvee","Active","024718101026","","HMV-VC-K.jpg"
"HMV-VC-K-XL          ","Combat Vest - Khaki, X Large","40.000000","20.000000","","HMC","Humvee","Active","024718101040","","HMV-VC-K.jpg"
"HMV-VC-K-XXL         ","Combat Vest - Khaki, XX Large","40.000000","20.000000","113.000000","HMC","Humvee","Active","024718101057","","HMV-VC-K.jpg"
"HMV-VC-OD-3XL        ","Combat Vest - Olive Drab, XXX Large","40.000000","20.000000","77.000000","HMC","Humvee","Active","024718101361","","HMV-VC-OD.jpg"
"HMV-VC-OD-L          ","Combat Vest - Olive Drab, Large","40.000000","20.000000","","HMC","Humvee","Active","024718101330","","HMV-VC-OD.jpg"
"HMV-VC-OD-M          ","Combat Vest - Olive Drab, Medium","40.000000","20.000000","","HMC","Humvee","Active","024718101323","","HMV-VC-OD.jpg"
"HMV-VC-OD-XL         ","Combat Vest - Olive Drab, X Large","40.000000","20.000000","223.000000","HMC","Humvee","Active","024718101347","","HMV-VC-OD.jpg"
"HMV-VC-OD-XXL        ","Combat Vest - Olive Drab, XX Large","40.000000","20.000000","270.000000","HMC","Humvee","Active","024718101354","","HMV-VC-OD.jpg"
"HMV-VR-BK-3XL        ","Ranger Vest - Black, 3X-Large","40.000000","20.000000","11.000000","HMV","Humvee","Active","024718201870","","HMV-VR-BK.jpg"
"HMV-VR-BK-L          ","Ranger Vest - Black, Large","40.000000","20.000000","57.000000","HMC","Humvee","Active","024718210131","","HMV-VR-BK.jpg"
"HMV-VR-BK-M          ","Ranger Vest - Black, Medium","40.000000","20.000000","109.000000","HMC","Humvee","Active","024718210124","","HMV-VR-BK.jpg"
"HMV-VR-BK-S          ","Ranger Vest - Black, Small","40.000000","20.000000","222.000000","HMV","Humvee","Active","024718210117","","HMV-VR-BK.jpg"
"HMV-VR-BK-XL         ","Ranger Vest - Black, X Large","40.000000","20.000000","160.000000","HMC","Humvee","Active","024718210148","","HMV-VR-BK.jpg"
"HMV-VR-BK-XXL        ","Ranger Vest - Black, XX Large","40.000000","20.000000","","HMC","Humvee","Active","024718210155","","HMV-VR-BK.jpg"
"HMV-VR-K-L           ","Ranger Vest - Khaki, Large","40.000000","20.000000","116.000000","HMC","Humvee","Active","024718210230","","HMV-VR-K.jpg"
"HMV-VR-K-M           ","Ranger Vest - Khaki, Medium","40.000000","20.000000","146.000000","HMC","Humvee","Active","024718210223","","HMV-VR-K.jpg"
"HMV-VR-K-S           ","Ranger Vest - Khaki, Small","40.000000","20.000000","81.000000","HMC","Humvee","Active","024718210216","","HMV-VR-K.jpg"
"HMV-VR-K-XL          ","Ranger Vest - Khaki, X Large","40.000000","20.000000","101.000000","HMC","Humvee","Active","024718210247","","HMV-VR-K.jpg"
"HMV-VR-K-XXL         ","Ranger Vest - Khaki, XX Large","40.000000","20.000000","217.000000","HMC","Humvee","Active","024718210254","","HMV-VR-K.jpg"
"HMV-VR-OD-L          ","RANGER VEST OD LARGE","40.000000","20.000000","27.000000","HMC","Humvee","Active","024718210438","","HMV-VR-OD.jpg"
"HMV-VR-OD-M          ","RANGER VEST OD MEDIUM","40.000000","20.000000","","HMC","Humvee","Active","024718210421","","HMV-VR-OD.jpg"
"HMV-VR-OD-S          ","RANGER VEST OD SMALL","40.000000","20.000000","88.000000","HMC","Humvee","Active","024718210414","","HMV-VR-OD.jpg"
"HMV-VR-OD-XL         ","RANGER VEST OD X-LARGE","40.000000","20.000000","50.000000","HMC","Humvee","Active","024718210445","","HMV-VR-OD.jpg"
"HMV-VR-OD-XXL        ","RANGER VEST OD XX-LARGE","40.000000","20.000000","112.000000","HMC","Humvee","Active","024718210452","","HMV-VR-OD.jpg"
"HMV-VS-BK-3XL        ","Safari Vest - Black, XXX Large","65.500000","32.750000","39.000000","HMC","Humvee","Active","024718210360","","HMV-VS-BK.jpg"
"HMV-VS-BK-L          ","Safari Vest - Black, Large","59.500000","29.750000","61.000000","HMC","Humvee","Active","024718210339","","HMV-VS-BK.jpg"
"HMV-VS-BK-M          ","Safari Vest - Black, Medium","59.500000","29.750000","24.000000","HMC","Humvee","Active","024718210322","","HMV-VS-BK.jpg"
"HMV-VS-BK-S          ","Safari Vest - Black, Small","59.500000","29.750000","51.000000","HMC","Humvee","Active","024718210315","","HMV-VS-BK.jpg"
"HMV-VS-BK-XL         ","Safari Vest - Black, X Large","59.500000","29.750000","9.000000","HMC","Humvee","Active","024718210346","","HMV-VS-BK.jpg"
"HMV-VS-BK-XS         ","Safari Vest - Black, X Small","59.500000","29.750000","137.000000","HMC","Humvee","Active","024718210308","","HMV-VS-BK.jpg"
"HMV-VS-BK-XXL        ","Safari Vest - Black, XX Large","59.500000","29.750000","69.000000","HMC","Humvee","Active","024718210353","","HMV-VS-BK.jpg"
"HMV-VS-K-3XL         ","Safari Vest - Khaki, XXX Large","65.500000","32.750000","35.000000","HMC","Humvee","Active","024718211060","","HMV-VS-K.jpg"
"HMV-VS-K-L           ","Safari Vest - Khaki, Large","59.500000","29.750000","483.000000","HMC","Humvee","Active","024718211039","","HMV-VS-K.jpg"
"HMV-VS-K-M           ","Safari Vest - Khaki, Medium","59.500000","29.750000","2.000000","HMC","Humvee","Active","024718211022","","HMV-VS-K.jpg"
"HMV-VS-K-S           ","Safari Vest - Khaki, Small","59.500000","29.750000","288.000000","HMC","Humvee","Active","024718211015","","HMV-VS-K.jpg"
"HMV-VS-K-XL          ","Safari Vest - Khaki, X Large","59.500000","29.750000","236.000000","HMV","Humvee","Active","024718211046","","HMV-VS-K.jpg"
"HMV-VS-K-XS          ","SAFARI VEST KHAKI- EXTRA SMALL","59.500000","29.750000","171.000000","HMC","Humvee","Active","024718211008","","HMV-VS-K.jpg"
"HMV-VS-K-XXL         ","Safari Vest - Khaki, XX Large","59.500000","29.750000","73.000000","HMC","Humvee","Active","024718211053","","HMV-VS-K.jpg"
"SWW-100              ","Stop Watch - Digital, Water Proof, Black","24.950000","12.480000","1628.000000","SWW","Smith & Wesson","Active","024718101002","","SWW-100.jpg"
"SWW-11-OD            ","Basic Watch - Nylon Strap, Olive drab","40.000000","20.000000","49.000000","SWW","Smith & Wesson","Active","024718111131","","SWW-11-OD.jpg"
"SWW-1100             ","Amphibian Commando Watch","70.000000","35.000000","1558.000000","SWW","Smith & Wesson","Active","024718100654","","SWW-1100.jpg"
"SWW-11B-GLOW         ","Lawman Watch - Electronic Back Glow, Nylon Strap, Black face","52.000000","26.000000","1087.000000","SWW","Smith & Wesson","Active","024718111001","","SWW-11B-GLOW.jpg"
"SWW-12T-N            ","Soldier Watch - Tritium, Nylon strap","120.000000","60.000000","168.000000","SWW","Smith & Wesson","Active","024718100043","","SWW-12T-N.jpg"
"SWW-12T-N            ","Soldier Watch - Tritium, Nylon strap","120.000000","60.000000","168.000000","SWW","Swiss Tritium","Active","024718100043","","SWW-12T-N.jpg"
"SWW-12T-R            ","Soldier Watch - Tritium, Rubber strap","120.000000","60.000000","74.000000","SWW","Swiss Tritium","Active","024718100050","","SWW-12T-R.jpg"
"SWW-12T-R            ","Soldier Watch - Tritium, Rubber strap","120.000000","60.000000","74.000000","SWW","Smith & Wesson","Active","024718100050","","SWW-12T-R.jpg"
"SWW-1464-BK          ","Military Watch - 3 Changeable Straps, Gift Set, Black Face","34.000000","17.000000","4566.000000","SWW","Smith & Wesson","Active","024718146034","","SWW-1464-BK.jpg"
"SWW-1464-OD          ","Military Watch - 3 Changeable Straps, Gift Set, OD Face","34.000000","17.000000","1439.000000","SWW","Smith & Wesson","Active","024718146133","","SWW-1464-OD.jpg"
"SWW-169              ","Pilot Watch - Multi Function Chronograph, Black","90.000000","45.000000","480.000000","SWW","Smith & Wesson","Active","024718101699","","SWW-169.jpg"
"SWW-1864T            ","3 Strap Military Tritium Watch","129.000000","64.500000","114.000000","SWW","Smith & Wesson","Active","024718510316","","SWW-1864T.jpg"
